SEQN,Gender,Age,Race,Month of Exam,Active Duty,Deployed,Birth Country,Citizenship,TimeUS,EduKids,EduAdult,Marital Status,Language,NumbHH,HH Gender,HH Age,HH Edu,HH Marital,HH Sp Edu,Int Weight,MEC Weight,AHH Income,FAM Income
102401,2,44,2,1,2,0,2,1,8,0,3,1,1,7,2,3,2,1,1,30258.31333,31046.15311,4,4
102402,1,9,7,2,0,0,1,1,0,3,0,0,1,5,2,3,1,3,0,9590.499872,10392.76968,10,10
102403,1,7,6,1,0,0,1,1,0,1,0,0,1,4,2,3,2,1,3,9377.730339,9827.084689,14,14
102404,1,16,3,2,0,0,1,1,0,9,0,0,1,5,2,3,3,1,3,61383.46944,65404.6837,99,99
102405,1,49,1,2,2,0,2,2,99,0,3,3,2,1,1,3,2,2,0,79160.1527,82679.41525,7,7
102406,1,11,4,1,0,0,1,1,0,4,0,0,1,7,1,2,2,1,3,14819.91241,16495.07399,9,9
102407,2,75,3,2,2,0,1,1,0,0,4,1,1,2,2,4,2,1,2,70887.94347,76745.84061,8,8
102408,1,7,4,2,0,0,2,1,3,0,0,0,1,6,1,3,3,1,3,17349.38721,19572.56427,10,10
102409,1,2,4,1,0,0,1,1,0,0,0,0,1,5,1,2,2,1,2,9789.741826,9946.239291,5,5
102410,1,44,1,1,2,0,1,1,0,0,4,6,1,3,1,3,2,1,0,96777.67916,97707.20012,10,10
102411,1,80,3,1,1,1,1,1,0,0,2,1,1,2,1,4,1,1,2,36475.97349,43005.02197,14,14
102412,1,11,1,2,0,0,1,1,0,5,0,0,2,5,2,2,2,2,0,15319.44195,15551.96815,5,5
102413,1,9,4,2,0,0,1,1,0,2,0,0,1,7,2,3,0,1,2,6768.458783,7154.274737,0,0
102414,1,19,7,1,2,0,1,1,0,15,0,0,1,1,1,1,2,0,0,28235.24236,33867.47083,3,3
102415,2,54,2,2,2,0,2,1,6,0,1,1,2,6,2,3,1,1,1,12053.43839,11613.9518,7,7
102416,2,19,1,1,2,0,1,1,0,15,0,0,1,6,1,3,1,1,1,53981.25334,55886.39218,10,10
102417,2,62,2,0,2,0,2,2,7,0,2,3,2,5,2,4,1,2,0,14415.94822,0,99,99
102418,1,63,3,2,2,0,1,1,0,0,4,1,1,2,1,4,2,1,3,76458.36205,75500.50945,15,15
102419,1,32,7,2,2,0,1,1,0,0,5,1,1,2,1,2,3,1,3,30458.51077,28754.97207,15,15
102420,2,70,1,1,2,0,2,2,5,0,1,4,2,5,2,2,1,1,2,10880.96722,10728.36755,12,12
102421,2,57,2,2,2,0,2,1,9,0,3,1,2,2,2,3,2,1,0,23489.91126,29402.80349,3,3
102422,1,3,2,0,0,0,1,1,0,0,0,0,1,6,2,3,1,2,0,23536.36762,0,77,77
102423,2,62,4,2,2,0,1,1,0,0,3,2,1,2,2,4,2,2,0,11988.41313,12110.93131,4,4
102424,1,37,6,1,2,0,1,1,0,0,5,5,1,1,1,2,3,3,0,28285.27264,31960.53511,14,14
102425,1,33,7,2,2,0,1,1,0,0,3,6,1,6,1,2,2,1,0,31669.58117,34988.4804,6,6
102426,1,10,7,2,0,0,1,1,0,4,0,0,1,7,1,3,2,1,3,7620.512072,8306.065353,10,10
102427,1,63,1,1,2,0,2,1,9,0,1,1,2,3,1,4,1,1,2,8378.868818,8957.293197,8,8
102428,1,41,3,2,2,0,1,1,0,0,4,4,1,3,1,3,2,2,0,28978.7617,29498.40523,7,7
102429,2,38,1,1,2,0,2,2,5,0,1,1,2,4,2,2,1,1,1,36972.35996,37655.72187,8,8
102430,2,4,1,0,0,0,1,1,0,0,0,0,2,3,2,2,2,1,0,34331.0987,0,14,14
102431,1,19,2,2,2,0,1,1,0,13,0,0,1,3,1,1,2,0,0,21859.60483,22136.7767,12,5
102432,1,33,3,2,2,0,1,1,0,0,4,1,1,5,2,2,2,1,2,22303.84274,22317.36717,8,8
102433,1,15,1,1,0,0,1,1,0,9,0,0,2,3,2,2,1,3,0,22259.92915,22722.22987,3,3
102434,2,44,4,2,2,0,1,1,0,0,3,1,1,3,1,4,2,1,2,30365.01976,33245.42069,15,15
102435,2,9,3,2,0,0,1,1,0,3,0,0,1,4,2,2,2,1,0,5167.414545,5350.782014,8,8
102436,2,56,3,2,2,0,1,1,0,0,3,1,1,2,2,3,2,1,2,90249.71794,87309.13483,14,14
102437,1,3,3,1,0,0,1,1,0,0,0,0,1,4,2,2,2,2,0,20595.71682,21289.7544,5,5
102438,1,11,7,0,0,0,1,1,0,5,0,0,1,4,2,2,2,2,0,29710.05859,0,7,7
102439,2,5,4,2,0,0,1,1,0,0,0,0,1,5,1,2,2,2,0,12087.30732,13094.48612,8,8
102440,2,16,6,2,0,0,2,1,5,10,0,0,1,4,1,3,2,1,3,9666.432774,11121.68183,15,15
102441,2,13,3,2,0,0,1,1,0,6,0,0,1,5,1,3,2,1,3,62773.7015,64524.35056,10,2
102442,2,62,3,2,2,0,1,1,0,0,4,1,1,5,1,3,3,1,2,105683.7623,109905.3329,15,15
102443,2,56,3,2,2,0,1,1,0,0,5,3,1,3,2,3,3,2,0,34969.54906,43282.35926,7,7
102444,1,58,3,2,2,0,1,1,0,0,2,3,1,3,2,4,2,2,0,87735.39481,93072.66157,3,3
102445,2,80,1,1,2,0,1,1,0,0,2,1,1,2,2,4,1,1,1,14173.69163,14821.37146,4,4
102446,2,0,4,2,0,0,1,1,0,0,0,0,1,6,1,2,2,1,0,7889.045995,8248.863048,14,14
102447,2,79,4,2,2,0,1,1,0,0,4,2,1,2,2,4,2,3,0,12968.77938,14260.86605,10,10
102448,1,3,4,1,0,0,1,1,0,0,0,0,1,5,1,3,3,1,2,9979.300438,10718.90021,14,14
102449,2,1,3,0,0,0,1,1,0,0,0,0,1,3,2,2,0,1,3,18610.3051,0,15,15
102450,1,39,3,2,2,0,1,1,0,0,3,6,1,4,1,2,2,1,0,80845.09113,83160.35942,8,8
102451,1,1,3,1,0,0,1,1,0,0,0,0,1,6,2,2,3,1,3,13071.49767,13360.22817,9,9
102452,2,60,1,1,2,0,2,1,8,0,4,1,1,3,1,4,2,1,2,29926.24152,30434.87857,15,15
102453,1,13,4,2,0,0,1,1,0,6,0,0,1,5,2,2,3,3,0,19358.7822,19968.86764,15,15
102454,2,34,1,1,2,0,1,1,0,0,3,1,1,6,2,2,2,1,2,44242.56525,52282.65364,14,14
102455,1,66,4,2,2,0,1,1,0,0,3,1,1,2,1,4,2,1,3,10447.69349,11120.96868,9,9
102456,2,29,7,2,2,0,2,1,3,0,3,1,1,3,1,2,2,1,2,23995.94514,24154.20453,7,7
102457,1,58,3,1,2,0,1,1,0,0,4,3,1,2,2,4,3,2,0,111646.1734,120265.005,7,7
102458,1,34,4,1,2,0,1,1,0,0,3,5,1,2,1,2,2,3,0,54374.27496,55926.25964,4,4
102459,2,9,3,2,0,0,1,1,0,4,0,0,1,5,2,2,3,1,3,20121.07959,21492.49337,14,14
102460,2,25,3,1,2,0,1,1,0,0,2,5,1,7,2,3,2,1,0,92606.48316,100184.0424,10,10
102461,2,28,6,1,2,0,2,2,2,0,5,1,1,2,1,2,3,1,3,19522.89307,21135.65893,9,9
102462,1,5,1,1,0,0,2,2,1,0,0,0,2,7,1,2,1,1,2,22218.28676,25723.87909,1,1
102463,1,15,3,2,0,0,1,1,0,9,0,0,1,5,2,3,2,1,2,21255.88165,21860.02659,14,14
102464,1,46,3,1,2,0,1,1,0,0,4,1,1,3,1,3,2,1,2,129745.5615,128501.4152,14,14
102465,1,79,6,1,2,0,2,1,8,0,5,1,1,2,1,4,3,1,3,22145.1135,23183.73258,7,7
102466,1,34,3,2,2,0,1,1,0,0,5,1,1,2,2,2,3,1,3,282093.866,281761.6751,15,15
102467,2,58,4,2,2,0,2,1,8,0,5,5,1,3,2,3,3,3,0,35718.86997,36780.06268,14,14
102468,2,16,6,1,0,0,2,1,4,10,0,0,1,4,1,3,3,1,3,15997.86438,18928.38498,15,15
102469,1,33,3,1,2,0,1,1,0,0,5,1,1,3,2,2,3,1,3,84379.60871,83257.31102,14,14
102470,1,0,3,2,0,0,1,1,0,0,0,0,1,5,1,3,3,1,3,17288.34592,18435.41945,15,15
102471,2,62,2,2,2,0,2,2,3,0,2,5,2,4,2,2,1,3,0,13982.0882,13748.68852,6,6
102472,1,41,4,2,1,1,1,1,0,0,4,1,1,6,1,3,2,1,3,18646.9413,20356.20638,15,15
102473,2,41,2,1,1,1,1,1,0,0,4,1,1,3,1,3,0,1,2,33067.1422,34126.0862,15,15
102474,2,52,7,2,2,0,1,1,0,0,4,5,1,3,2,4,1,2,0,18880.62084,23266.11638,6,6
102475,1,38,1,1,2,0,2,2,5,0,1,6,2,7,1,2,1,1,1,23361.66218,23836.89972,4,4
102476,2,12,4,1,0,0,1,1,0,5,0,0,1,6,1,2,0,1,0,21749.04651,28445.88522,10,10
102477,1,1,3,1,0,0,1,1,0,0,0,0,1,3,1,2,2,1,3,39818.67408,55265.17154,14,14
102478,1,60,4,2,2,0,1,1,0,0,2,5,1,3,2,3,2,1,2,9408.693423,9949.222096,10,10
102479,2,29,3,0,2,0,1,1,0,0,5,3,1,3,1,3,2,1,0,6431.685789,0,10,10
102480,1,77,4,1,2,0,1,1,0,0,3,1,1,2,1,4,2,1,2,13290.34833,14119.18827,8,8
102481,2,9,3,2,0,0,1,1,0,3,0,0,1,5,2,2,2,1,1,12949.83683,14207.52377,8,8
102482,1,36,3,1,2,0,1,1,0,0,5,1,1,3,1,2,3,1,2,99620.28394,99398.2546,15,15
102483,2,60,3,2,2,0,1,1,0,0,4,2,1,6,2,4,2,2,0,33442.05476,31914.42306,7,7
102484,2,9,4,1,0,0,1,1,0,3,0,0,1,5,1,3,3,1,2,14714.73961,15177.42677,15,15
102485,1,80,3,0,1,2,1,1,0,0,2,2,1,2,1,4,1,2,0,38157.73309,0,0,0
102486,2,21,6,1,2,0,1,1,0,0,4,5,1,6,2,3,3,1,3,37260.12178,44143.89433,77,77
102487,2,19,6,2,2,0,2,2,5,13,0,0,1,4,1,3,3,1,3,11708.44584,13545.66597,15,15
102488,1,29,2,1,2,0,2,2,5,0,2,6,1,7,1,2,1,1,1,22671.99152,23874.03508,6,6
102489,1,73,3,2,1,1,1,1,0,0,5,1,1,3,1,4,3,1,0,72244.87189,81340.05286,15,15
102490,2,71,6,1,2,0,2,1,8,0,5,1,1,2,1,4,3,1,3,18408.85643,19861.02712,7,7
102491,1,0,7,0,0,0,1,1,0,0,0,0,1,3,1,3,3,1,3,7891.098904,0,6,6
102492,1,31,4,1,2,0,1,1,0,0,4,5,1,3,1,2,2,3,0,20111.21194,21789.65463,15,15
102493,1,79,3,2,2,0,1,1,0,0,2,1,1,2,2,4,2,1,1,9227.494689,10114.16779,7,7
102494,1,76,3,2,1,2,1,1,0,0,3,1,1,2,1,4,2,1,0,57005.23934,60744.1805,15,15
102495,1,33,3,2,2,0,1,1,0,0,4,5,1,2,1,3,2,3,0,29298.32416,30684.1151,5,4
102496,1,3,3,1,0,0,1,1,0,0,0,0,1,4,1,2,3,1,3,51871.13963,55574.1173,15,15
102497,1,75,3,2,2,0,1,1,0,0,3,1,1,2,1,4,2,1,2,36820.25695,48733.03448,8,8
102498,2,16,6,2,0,0,1,1,0,10,0,0,1,5,1,4,3,1,2,11708.44584,13545.66597,8,8
102499,2,10,3,2,0,0,1,1,0,4,0,0,1,6,2,2,2,1,2,15347.7145,16838.28309,14,14
102500,1,15,7,1,0,0,1,1,0,9,0,0,1,3,2,3,2,2,0,23550.63801,24755.14858,4,4
102501,1,45,3,2,2,0,2,2,3,0,4,1,1,6,1,3,2,1,2,25356.41649,25811.10458,10,8
102502,1,0,4,1,0,0,1,1,0,0,0,0,1,3,2,2,2,3,0,4028.071637,4289.006747,2,2
102503,1,3,3,1,0,0,1,1,0,0,0,0,1,4,2,3,3,1,3,54166.20145,58223.30499,14,14
102504,2,80,3,2,2,0,1,1,0,0,4,2,1,1,2,4,2,2,0,19955.24573,22382.07442,4,4
102505,1,38,1,2,2,0,1,1,0,0,2,4,2,4,1,2,1,2,0,23540.8541,25208.88686,9,9
102506,2,51,2,1,2,0,2,1,6,0,1,2,2,5,2,3,0,2,0,17149.98375,16785.28137,77,77
102507,1,24,1,1,2,0,1,1,0,0,3,5,1,4,1,3,1,1,1,47043.02981,63590.39059,99,99
102508,2,68,4,2,2,0,1,1,0,0,2,6,1,2,1,4,1,1,0,11765.62541,11388.46285,0,0
102509,1,62,1,1,2,0,2,2,7,0,1,1,2,7,1,4,1,1,1,6286.755357,6336.926785,9,9
102510,2,11,3,2,0,0,1,1,0,4,0,0,1,3,2,2,2,2,0,52169.95397,56969.73011,14,14
102511,2,5,2,0,0,0,1,1,0,0,0,0,1,3,1,3,0,1,2,36140.35622,0,15,15
102512,2,59,3,1,2,0,1,1,0,0,4,2,1,2,2,3,2,2,0,36063.60006,35090.02256,6,3
102513,2,15,3,2,0,0,1,1,0,9,0,0,1,5,2,3,2,1,2,26163.46248,26376.67182,14,14
102514,1,33,7,2,2,0,1,1,0,0,1,1,1,4,2,2,3,1,1,34635.34256,35626.95283,7,7
102515,1,56,3,2,2,0,1,1,0,0,4,1,1,1,1,3,2,1,0,65405.04219,75797.72836,2,2
102516,1,46,3,1,2,0,1,1,0,0,4,1,1,5,2,3,3,1,2,45728.41302,52214.91487,6,6
102517,2,63,2,1,2,0,2,1,7,0,5,1,1,2,2,4,3,1,0,21913.27672,22149.43522,14,14
102518,2,44,1,1,2,0,2,7,6,0,2,6,2,6,1,3,2,1,1,24139.97002,25257.65905,99,99
102519,2,0,4,1,0,0,1,1,0,0,0,0,1,3,1,2,2,1,2,8616.280356,8919.392597,15,15
102520,1,63,2,1,1,1,1,1,0,0,5,1,1,2,1,4,3,1,3,10979.65492,10699.75765,14,14
102521,2,8,3,1,0,0,1,1,0,1,0,0,1,4,2,2,2,1,2,24293.5034,26457.37778,7,7
102522,1,60,1,1,1,2,1,1,0,0,2,3,1,2,1,4,1,2,0,6626.458034,6898.043318,1,1
102523,1,0,3,1,0,0,1,1,0,0,0,0,1,4,1,2,2,1,2,7373.637813,7761.162431,7,7
102524,1,63,1,2,2,0,2,2,7,0,1,1,2,4,2,3,1,1,1,10435.22385,10624.45534,7,7
102525,1,47,6,0,2,0,2,1,2,0,4,1,1,3,1,3,2,1,1,11727.72201,0,6,6
102526,1,42,4,2,2,0,1,1,0,0,4,1,1,6,2,2,2,1,2,16117.21109,18694.29593,15,15
102527,2,0,3,1,0,0,1,1,0,0,0,0,1,7,2,2,2,1,2,26734.77654,27500.73148,14,14
102528,1,64,3,2,2,0,1,1,0,0,3,3,1,2,1,4,2,2,0,25713.41306,26569.88082,5,5
